_timestamp,draft_number,draft_round,draft_year,player_id,player_name,position,team_id,team_market,team_name
1554562309,199,6,2000,41c44740-d0f6-44ab-8347-3b5d515e5ecf,Tom Brady,QB,97354895-8c77-4fd4-a860-32e62ea7382a,New England,Patriots
1554562309,62,2,2014,42de9d1d-0352-460b-9172-9452414fd7fd,Jimmy Garoppolo,QB,97354895-8c77-4fd4-a860-32e62ea7382a,New England,Patriots
1554562309,16,1,2013,19d00799-4271-40ac-b5c4-4ea8b410a704,E.J. Manuel,QB,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Buffalo,Bills
1554562309,8,1,2012,5812204c-6dae-4450-8011-99e0f72864ac,Ryan Tannehill,QB,4809ecb0-abd3-451d-9c4a-92a90b83ca06,Miami,Dolphins
1554562309,1,1,2001,b797d6fa-1520-4b3d-a212-157afd4a3bd0,Michael Vick,QB,e6aa13a4-0055-48a9-bc41-be28dc106929,Atlanta,Falcons
1554562309,39,2,2013,cfc93f5e-105e-4a5e-88d3-f4279893cfa8,Geno Smith,QB,5fee86ae-74ab-4bdd-8416-42a9dd9964f3,New York,Jets
1554562309,194,6,2006,12815867-476b-4c85-a2eb-6a6a54cf563e,Bruce Gradkowski,QB,4254d319-1bc7-4f81-b4ab-b5e6f3402b69,Tampa Bay,Buccaneers
1554562309,115,4,2013,d4dd3d0b-5023-415d-ad15-94f294c561b1,Landry Jones,QB,cb2f9f1f-ac67-424e-9e72-1475cb0ed398,Pittsburgh,Steelers
1554562309,11,1,2004,ea357add-1a41-4a8b-8f34-bbfade7f4d98,Ben Roethlisberger,QB,cb2f9f1f-ac67-424e-9e72-1475cb0ed398,Pittsburgh,Steelers
1554562309,35,2,2011,d2a0e5af-3850-4f16-8e40-a0b1d15c2ce1,Andy Dalton,QB,ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,Cincinnati,Bengals
1554562309,164,5,2014,d4b30988-e8c5-4689-8037-f79a0d3c2774,AJ McCarron,QB,ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,Cincinnati,Bengals
1554562309,18,1,2008,64797df2-efd3-4b27-86ee-1d48f7edb09f,Joe Flacco,QB,ebd87119-b331-4469-9ea6-d51fe3ce2f1c,Baltimore,Ravens
1554562309,180,6,2011,7f3ef024-eb34-46af-8b9e-544cdf09378f,Tyrod Taylor,QB,ebd87119-b331-4469-9ea6-d51fe3ce2f1c,Baltimore,Ravens
1554562309,22,1,2014,7ebbfdef-1185-4896-a323-e6d5669a8345,Johnny Manziel,QB,d5a2eb42-8065-4174-ab79-0a6fa820e35e,Cleveland,Browns
1554562309,187,6,1998,7d8eba61-208d-4d91-86cd-704ad05cb7f4,Matt Hasselbeck,QB,a20471b4-a8d9-40c7-95ad-90cc30e46932,Green Bay,Packers
1554562309,1,1,2012,e3181493-6a2a-4e95-aa6f-3fc1ddeb7512,Andrew Luck,QB,82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,Indianapolis,Colts
1554562309,250,7,2005,0742d2ea-1cf2-49a6-a150-77ba6e034d8c,Ryan Fitzpatrick,QB,39f349de-6463-4803-ad70-f1e0f144f5ed,St. Louis,Rams
1554562309,135,4,2014,ba2e7ff8-ed39-4fd1-85e3-d263a946a212,Tom Savage,QB,82d2d380-3834-4938-835f-aec541e5ece7,Houston,Texans
1554562309,74,3,2011,f82d4ebb-cda9-4b79-ade0-9ef468d2c101,Ryan Mallett,QB,97354895-8c77-4fd4-a860-32e62ea7382a,New England,Patriots
1554562309,3,1,2014,6723249c-5fb5-4b0a-9373-cb59cdc99ec8,Blake Bortles,QB,f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,Jacksonville,Jaguars
1554562309,57,2,2008,f55053e4-4bfd-495d-981a-d62e3662f01b,Chad Henne,QB,4809ecb0-abd3-451d-9c4a-92a90b83ca06,Miami,Dolphins
1554562309,81,3,2006,34cc7f47-9f14-4661-b9af-c9d3b2fc873a,Charlie Whitehurst,QB,9dbb9060-ba0f-4920-829e-16d4d9246b5d,San Diego,Chargers
1554562309,178,6,2014,7e655b10-5853-479c-a6de-927c4323d186,Zach Mettenberger,QB,d26a1ca5-722d-4274-8f97-c92e49c96315,Tennessee,Titans
1554562309,57,2,2012,0847010c-9a77-4f0b-9d63-c8b4b224d263,Brock Osweiler,QB,ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,Denver,Broncos
1554562309,1,1,1998,aae6d92e-5f28-43ee-b0dc-522e80e99f76,Peyton Manning,QB,82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,Indianapolis,Colts
1554562309,163,5,2014,20729a55-0183-46d8-9cf6-67063f184e36,Aaron Murray,QB,6680d28d-d4d2-49f6-aace-5292d3ec02c2,Kansas City,Chiefs
1554562309,1,1,2005,2fda010a-8c62-4c07-b601-4ba03f57e6af,Alex Smith,QB,f0e724b0-4cbf-495a-be47-013907608da9,San Francisco,49ers
1554562309,49,2,2006,da2d3510-355a-4a0d-a79d-bd96b4cfcecb,Kellen Clemens,QB,5fee86ae-74ab-4bdd-8416-42a9dd9964f3,New York,Jets
1554562309,4,1,2004,e47706c7-e14d-41fb-b13b-83a835a1f3bc,Philip Rivers,QB,04aa1c9d-66da-489d-b16a-1dee3f2eec4d,New York,Giants
1554562309,90,3,2004,1f09583f-dcc1-43e8-a7fc-f063d2c96508,Matt Schaub,QB,e6aa13a4-0055-48a9-bc41-be28dc106929,Atlanta,Falcons
1554562309,36,2,2014,9f026fc0-4449-4dc5-a226-2e2830619381,Derek Carr,QB,1c1cec48-6352-4556-b789-35304c1a6ae1,Oakland,Raiders
