Player_ID,Player_Name,Position,Season_Year,Team_name
0ad845ff-44e8-4576-bc91-61b557e06f05,Kyle Van Noy,OLB,2016,Patriots
0ca741f8-58bd-4933-9d5c-0e04de3f4cff,Martellus Bennett,TE,2016,Patriots
13f716fb-7249-4b0a-9858-8af8cb83f78b,Jordan Richards,SS,2016,Patriots
15b944c9-31d6-4426-80f6-0e927dd11225,Greg Scruggs,TE,2016,Patriots
2142a164-48ad-47d6-bb27-0bc58c6b2e62,Rob Gronkowski,TE,2016,Patriots
248b6e0b-bb1b-4dd7-8eb2-b5f7e98c77b1,Cameron Fleming,T,2016,Patriots
2bb70d56-a79a-4fa1-ae37-99858a3ffd55,Julian Edelman,WR,2016,Patriots
2c9cbc74-9a26-4ccf-9552-c9fa99ef3663,Chris Long,DE,2016,Patriots
30b045f1-b8e4-4ae9-b062-5181847b508c,Eric Rowe,CB,2016,Patriots
342fe758-e8d0-4baf-af71-1fa568197837,Cyrus Jones,CB,2016,Patriots
39d12962-65a4-4107-8924-56f48fce31ef,D.J. Foster,RB,2016,Patriots
39f70428-a78a-494c-8676-438d953c289e,James White,RB,2016,Patriots
41c44740-d0f6-44ab-8347-3b5d515e5ecf,Tom Brady,QB,2016,Patriots
42de9d1d-0352-460b-9172-9452414fd7fd,Jimmy Garoppolo,QB,2016,Patriots
45039bcf-634a-48a7-8102-f0131491cf66,LaAdrian Waddle,T,2016,Patriots
471dbe81-54c4-4b52-8bd1-4933c9800e1f,Michael Floyd,WR,2016,Patriots
4d079a3a-eaf1-4a78-961d-4e187f7bfbe8,Griff Whalen,WR,2016,Patriots
4d747b73-bcc6-46d2-a2d7-ec1d0c8135a2,Matt Lengel,TE,2016,Patriots
4ee0937c-1250-4456-93d4-2d6afa064d5a,Joe Thuney,G,2016,Patriots
537c88d4-c403-43f4-94a1-fdccea0ee24a,Jonathan Jones,CB,2016,Patriots
57deb6ba-ce26-4ccc-a859-adf0564fb78e,Trey Flowers,DE,2016,Patriots
64e89f8b-3e8f-4e07-bb73-c48f2a1dd8e2,Patrick Chung,SS,2016,Patriots
7830196e-cdca-4b86-bee2-eae97de2ee26,Ted Karras,C,2016,Patriots
7bad73a1-c023-4b53-bd4c-dedf18480b8a,Jabaal Sheard,OLB,2016,Patriots
7f911008-146b-43e9-a292-9ad90c621087,Malcom Brown,DT,2016,Patriots
88d2dbf4-3b9f-43ea-bac6-a8722cb24f43,Devin McCourty,FS,2016,Patriots
89781fd0-0817-4de8-ac16-c9cf095b333e,Vincent Valentine,DT,2016,Patriots
8d53ef4e-7d88-40c6-a390-78d166330bb0,Tyler Gaffney,RB,2016,Patriots
8fc65820-f565-44e2-8635-3e1cdf165bf6,Chris Hogan,WR,2016,Patriots
90517709-322d-47af-9360-77775a93496b,Joe Cardona,LS,2016,Patriots
92503804-7aff-4f22-adca-421800786179,Barkevious Mingo,OLB,2016,Patriots
93927d6e-9271-4c1e-8239-cc20fd788ba9,Nate Ebner,SS,2016,Patriots
94560629-fb01-43b5-b9ea-ca8372c18368,David Andrews,C,2016,Patriots
96981fd3-bd93-4134-84fc-3506197ac7eb,Shea McClellin,OLB,2016,Patriots
973bfe3c-6d0d-4130-a79c-f860650b1da6,Danny Amendola,WR,2016,Patriots
99b8d78e-6d23-4e85-8eef-d286ba5ddc0c,Marcus Cannon,T,2016,Patriots
9d04accc-a404-406f-b93c-0878410e55a6,James Develin,FB,2016,Patriots
9d404288-65c5-414f-8ea5-ceb97eccaea0,Matthew Slater,WR,2016,Patriots
a2802951-e573-4e8f-ad31-14b9ae5f8e7c,Duron Harmon,FS,2016,Patriots
a527b7db-0b52-4379-9e4c-2e08c1fe1bed,Stephen Gostkowski,K,2016,Patriots
a8ac7c7d-301a-4e1e-afd4-04f88cad848e,Shaq Mason,G,2016,Patriots
ab49bafe-7023-46ce-9606-9a9823eabee6,Malcolm Butler,CB,2016,Patriots
ad2258ab-67f0-41c2-bcf3-f3ba145187dc,Jacoby Brissett,QB,2016,Patriots
b077b3b2-2fed-4c9f-9b8f-c4ff50a4f911,Nate Solder,T,2016,Patriots
b1a2aa6e-7104-4e35-910d-fbefddd74a78,Ryan Allen,P,2016,Patriots
b25ba2bd-80bd-4295-9034-cf9242fb207b,Dion Lewis,RB,2016,Patriots
b3beb95a-c1e7-4d03-b61a-097199528816,Woodrow Hamilton IV,DT,2016,Patriots
c3315876-1a17-4c6e-b024-07db4489e016,Jonathan Freeny,OLB,2016,Patriots
c3ed9a9b-3e7d-4533-8224-a0b89adcd9da,Malcolm Mitchell,WR,2016,Patriots
ca760cb5-83dd-4415-acc8-ef8b508ba976,Jamie Collins Sr.,OLB,2016,Patriots
d3186202-386f-443e-92ad-37d8e41dca55,Darius Kilgo,NT,2016,Patriots
d579af24-53b8-42bf-b767-c50944afb7ec,Clay Harbor,TE,2016,Patriots
d5ed27ed-e5f3-4d4a-a8af-79887c1881a0,Brandon King,FS,2016,Patriots
d6aea7ed-2c24-4be5-b789-41e3ba0c2137,Jonathan Cooper,G,2016,Patriots
d766ee35-8ece-447d-94e6-1d33ba427b02,Justin Coleman,CB,2016,Patriots
dba5e3ec-2c77-4f65-ad6e-cee246f816ef,Brandon Bolden,RB,2016,Patriots
e12c1ad8-ba0f-422f-849b-c9cabb1ebb97,Anthony Johnson,DE,2016,Patriots
e7a18744-0608-4118-888f-f51de5645ce9,Dont'a Hightower,MLB,2016,Patriots
e829aa7e-04a7-425a-9717-c334ca9febe9,Logan Ryan,CB,2016,Patriots
eb02d9d3-87a1-4e50-9809-094946c73c46,Alan Branch,DT,2016,Patriots
f0805b80-e01c-46fd-99a6-dae1134fb764,A.J. Derby,TE,2016,Patriots
f3e2f6dd-53c4-4d8c-81d7-9e9d3c024e0c,Rob Ninkovich,DE,2016,Patriots
f5d20030-d934-45e3-8282-e34c6c83ad84,LeGarrette Blount,RB,2016,Patriots
f6d7cf0f-72d2-473f-a44b-4a253587ca0f,Elandon Roberts,MLB,2016,Patriots
fc909404-fec3-40af-b8e8-22ffcb48a456,Geneo Grissom,OLB,2016,Patriots
023af11a-3aa1-4266-b163-31cf6369ef3b,Jordan Phillips,DT,2016,Dolphins
041c36ad-0d7d-4ed1-8157-95092b3027a4,Mike Pouncey,C,2016,Dolphins
06809e0e-1a00-4ff0-9f86-8a33d42fcd81,Jason Jones,DE,2016,Dolphins
06e41dc1-d5dc-4bdc-8fc3-e0d7c3a99ac4,Jarvis Landry,WR,2016,Dolphins
0b2fccc4-945f-439d-a6df-9db87fb87398,Brandon Doughty,QB,2016,Dolphins
0c68f083-c3a0-433f-931e-d8216dc3fcd4,Chris Culliver,CB,2016,Dolphins
0cac1d16-8e3b-4c96-b674-9700a36cf772,Koa Misi,OLB,2016,Dolphins
16e13f52-32b1-416f-83ae-1cbf2f92cffc,Michael Thomas,SS,2016,Dolphins
19403487-1d34-434b-8fc2-a8852167af76,Walt Aikens,SS,2016,Dolphins
1b0234dc-a434-4c31-bb41-6457c068a0fa,Kiko Alonso,OLB,2016,Dolphins
